"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union","rec_ID"
"18-49",2740,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,60.80644685,58.91793809,1.88850876,NA,NA,NA,NA,"UW","+",NA,NA,0,124,"Canada",1984,1984,1984,1984,"1984 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_2740_1984_NA"
"15-44",4962,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,"UW","?",NA,NA,0,124,"Canada",1998,1998,1998,1998,"1998 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_4962_1998_NA"
"15-49",1732,NA,NA,NA,NA,12.49875589,4.002171901,8.496583985,8.541731196,NA,NA,NA,"UW","0",NA,NA,0,140,"Central African Republic",1994,1995,1994.665753,1995.243836,"1994-1995 DHS","DHS",0,"cf33",0.124908237,0.114619905,0.089464128,0.004695562,0.008801796,0.006759484,0,"0_1732_1994_NA"
"15-49",4991,NA,NA,NA,NA,8.670976912,5.902869846,2.768107066,NA,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2010,2011,2010.471233,2011.016438,"2010 MICS","MICS",0,"cfwm4",0.198472759,0.22767088,0.108208751,0.003679957,0.002391808,0.004672781,0,"0_4991_2010_NA"
"15-49",7500,NA,NA,NA,NA,13.03009687,10.92435007,2.1057468,18.9527561,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2019,2019,2018.934247,2019.457534,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7500_2018_NA"
"15-49",1675,NA,NA,NA,NA,3.071984949,1.469028133,1.602956817,4.435002203,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",1996,1997,1996.915301,1997.578082,"1996-1997 DHS","DHS",0,"td32",0.181619366,0.173745355,0.127905115,0.002604901,0.002732359,0.005395912,0,"0_1675_1996_NA"
"15-49",1762,NA,NA,NA,NA,1.435629342,1.097635332,0.337994009,3.039979411,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",2004,2004,2004.557377,2004.939891,"2004 DHS","DHS",0,"td41",0.274067488,0.374374771,0.191480186,0.002974333,0.00126044,0.00563809,0,"0_1762_2004_NA"
"15-49",4992,NA,NA,NA,NA,3.770212817,3.259277919,0.510934898,NA,NA,NA,NA,"UW","0",NA,NA,1,148,"Chad",2010,2010,2010.115068,2010.410959,"2010 MICS","MICS",0,"tdwm4",0.162693069,0.337392641,0.092146316,0.005025457,0.001690963,0.006964092,0,"0_4992_2010_NA"
"15-49",5564,NA,NA,NA,NA,4.475473291,4.270332508,0.205140782,5.63821174,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",2014,2015,2014.747945,2015.326027,"2014-2015 DHS","DHS",0,"td71",0.097773862,0.37158668,0.089597213,0.00368597,0.000354722,0.002636877,0,"0_5564_2014_NA"
"15-49",7494,NA,NA,NA,NA,52.96294016,50.49045,2.472490167,NA,NA,NA,NA,"UW","0",NA,NA,1,152,"Chile",2015,2016,2015.832877,2016.081967,"2015-2016 ENCVS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7494_2015_NA"
"15-49",1712,NA,NA,NA,NA,9.195521393,8.340463174,0.85505822,NA,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",1986,1986,1986.665753,1986.99726,"1986 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1712_1986_NA"
"15-49",1860,NA,NA,NA,NA,11.09336582,9.258084813,1.835281009,1.668026806,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",1990,1990,1990.328767,1990.663014,"1990 DHS","DHS",0,"co22",0.078451519,0.172909908,0.148851121,0.00448927,0.002559642,0.001632416,0,"0_1860_1990_NA"
"15-49",1862,NA,NA,NA,NA,18.87631086,15.46445271,3.411858147,3.491765686,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",1995,1995,1995.161644,1995.493151,"1995 DHS","DHS",0,"co31",0.0423259,0.085240892,0.078626374,0.00447548,0.002485228,0.001867268,0,"0_1862_1995_NA"
"15-49",1861,NA,NA,NA,NA,27.45889431,22.6662028,4.792691515,3.754014557,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2000,2000,2000.084699,2000.494536,"2000 DHS","DHS",0,"co41",0.037385773,0.066634628,0.074342335,0.004285837,0.002181478,0.001832136,0,"0_1861_2000_NA"
"15-49",1859,NA,NA,NA,NA,28.97000374,25.69353758,3.276466153,4.364385005,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2004,2005,2004.748634,2005.493151,"2005 DHS","DHS",0,"co53",0.02539445,0.051409692,0.077724173,0.003156222,0.001154166,0.001273641,0,"0_1859_2004_NA"
"15-49",4945,NA,NA,NA,NA,35.97144563,34.0116979,1.959747728,4.265238625,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2009,2010,2009.832877,2010.912329,"2010 DHS","DHS",0,"co60",0.01922792,0.061979449,0.040382807,0.004047506,0.001154756,0.00160611,0,"0_4945_2009_NA"
"15-49",5788,NA,NA,NA,NA,41.51380332,39.93304496,1.58075836,4.343077381,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2015,2016,2015.084932,2016.245902,"2015 DHS","DHS",0,"co72",0.0327305,0.097973951,0.054550177,0.006195726,0.001003639,0.001474173,0,"0_5788_2015_NA"
"15-49",1707,NA,NA,NA,NA,5.579096045,3.601694915,1.97740113,2.966101695,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",1996,1996,1996.163934,1996.412568,"1996 DHS","DHS",0,"km32",0.209592238,0.265262587,0.154470701,0.007237916,0.005110935,0.00444052,0,"0_1707_1996_NA"
"15-49",1941,NA,NA,NA,NA,10.07572372,8.185641519,1.890082197,NA,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",2000,2000,2000.759563,2000.885246,"2000 MICS","MICS",0,"kmwm2",0.156744431,0.228179264,NA,0.01074605,0.002824524,NA,0,"0_1941_2000_NA"
"15-49",5459,NA,NA,NA,NA,4.659579653,3.061647785,1.597931868,2.011017992,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",2012,2012,2012.581967,2012.997268,"2012 DHS","DHS",0,"km61",0.211019697,0.249351391,0.175913702,0.006150555,0.003258432,0.00319467,0,"0_5459_2012_NA"
"15-49",1709,NA,NA,NA,NA,43.89348304,14.61117117,29.28231187,8.729515526,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589,2005.912329,"2005 DHS","DHS",0,"cg50",0.078581484,0.060694058,0.083277606,0.009463168,0.012131533,0.006514044,0,"0_1709_2005_NA"
"15-49",5050,NA,NA,NA,NA,43.79949151,25.48496693,18.31452458,8.667567288,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2011,2012,2011.665753,2012.161202,"2011-2012 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5050_2011_NA"
"15-49",5642,NA,NA,NA,NA,29.03301034,21.26161771,7.77139263,14.28337171,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2014,2015,2014.832877,2015.158904,"2014-2015 MICS","MICS",0,"cowm5",0.059249956,0.084163743,0.056379849,0.009407319,0.005693979,0.007947795,0,"0_5642_2014_NA"
"15-49",4966,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,40.89090909,NA,NA,NA,NA,NA,NA,"UW","0",NA,NA,0,184,"Cook Islands",1999,1999,1999,1999,"1999 RHKS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_4966_1999_NA"
"15-49",4993,NA,NA,NA,NA,36.43736734,36.26637365,0.170993688,NA,NA,NA,NA,"UW","0",NA,NA,1,188,"Costa Rica",2011,2011,2011.734247,2011.90411,"2011 MICS","MICS",0,"crwm4",0.076344078,0.465745781,0.114078407,0.01413388,0.000791384,0.007306295,0,"0_4993_2011_NA"
"15-49",5762,NA,NA,NA,NA,41.05879176,39.51167957,1.540739876,8.56155263,NA,NA,NA,"UW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.161644,2018.410959,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5762_2018_NA"
"15-49",1779,NA,NA,NA,NA,26.02502904,8.235338983,17.78969005,NA,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",1994,1994,1994.413699,1994.912329,"1994 DHS","DHS",0,"ci35",0.085259376,0.074219237,NA,0.006176925,0.010573239,NA,0,"0_1779_1994_NA"
"15-49",1778,NA,NA,NA,NA,29.69654779,13.89287678,15.80367101,11.25395384,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",1998,1999,1998.665753,1999.243836,"1998-1999 DHS","DHS",0,"ci3a",0.091578704,0.104766392,0.134239194,0.010325472,0.013005848,0.012062097,0,"0_1778_1998_NA"
"15-49",2398,NA,NA,NA,NA,23.32296381,19.34375567,3.979208139,NA,NA,NA,NA,"UW","0",NA,NA,1,384,"Côte d'Ivoire",2006,2006,2006.616438,2006.830137,"2006 MICS","MICS",0,"ciwm3",0.087714624,0.154428635,NA,0.013592048,0.005942486,NA,0,"0_2398_2006_NA"
"15-49",4687,NA,NA,NA,NA,22.36594329,16.34599322,6.019950075,17.52206868,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2011,2012,2011.915068,2012.412568,"2011-2012 DHS","DHS",0,"ci62",0.063370721,0.112280587,0.062281739,0.005788379,0.003724119,0.006347919,0,"0_4687_2011_NA"
"15-49",5635,NA,NA,NA,NA,17.33653181,15.25180378,2.084728029,NA,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2016,2016,2016.497268,2016.663934,"2016 MICS","MICS",0,"ciwm5",0.065823579,0.215999802,NA,0.006558048,0.004126742,NA,0,"0_5635_2016_NA"
"15-49",7652,NA,NA,NA,NA,30.35957364,26.53324257,3.246015917,12.95558531,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2017,2017,2017.665753,2017.830137,"2017 PMA-R1","PMA",0,"PMA2017_CIR1_HHQFQ_v1_11May2018",0.153582236,0.328714907,0.151687823,0.026806557,0.009934624,0.013579644,0,"0_7652_2017_NA"
"15-49",7654,NA,NA,NA,NA,28.12164269,22.22762066,4.975948613,12.88255203,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2018,2018,2018.49589,2018.663014,"2018 PMA-R2","PMA",0,"PMA2018_CIR2_HHQFQ_v2_15Apr2019",0.100547989,0.26305339,0.155961507,0.016268382,0.011902088,0.015474042,0,"0_7654_2018_NA"
"15-49",9096,NA,NA,NA,NA,29.97621516,23.63755371,5.833648694,10.98130905,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2020,2020,2020.666667,2020.912568,"2020 PMA-Phase 1","PMA",0,"PMA2020_CIP1_HHQFQ_v1.1_24Sep2021",0.08065467,0.236666378,0.116765139,0.014712789,0.013063062,0.010549713,0,"0_9096_2020_NA"
"15-49",4994,NA,NA,NA,NA,64.73634213,64.07318297,0.663159158,NA,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2010,2011,2010.832877,2011.326027,"2010-2011 MICS","MICS",0,"cuwm4",0.078637104,0.440244118,0.174258742,0.01722744,0.002489572,0.006900468,0,"0_4994_2010_NA"
"15-49",5673,NA,NA,NA,NA,66.67127177,65.88104186,0.790229913,6.8546999,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2014,2014,2014.084932,2014.739726,"2014 MICS","MICS",0,"cuwm5",0.078178085,0.362462032,0.144566006,0.017511401,0.002835715,0.008526481,0,"0_5673_2014_NA"
"15-49",7578,NA,NA,NA,NA,64.70308389,63.74067738,0.914041394,9.016143941,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7578_2019_NA"
"15-44",2829,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,39.71875,27.54648438,12.17226563,NA,NA,NA,NA,"UW","?",NA,NA,0,203,"Czechia",1993,1993,1993.084932,1993.493151,"1993 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_2829_1993_NA"
"Dec-49",2808,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,4.795884774,1.136076818,3.659807956,NA,NA,NA,NA,"UW","?",NA,NA,0,180,"Dem. Rep. of the Congo",1991,1991,1991,1991,"1991 Survey","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_2808_1991_NA"
"15-49",1935,NA,NA,NA,NA,22.80408309,6.915699165,15.88838393,NA,NA,NA,NA,"UW","0",NA,NA,1,180,"Dem. Rep. of the Congo",2001,2001,2001.284932,2001.786301,"2001 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1935_2001_NA"
"15-49",1888,NA,NA,NA,NA,18.93101683,8.35267535,10.57834148,10.12010334,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.663014,"2007 DHS","DHS",0,"cd51",0.145277593,0.117798172,0.129183489,0.010839452,0.010808941,0.011105616,0,"0_1888_2007_NA"
"15-49",4996,NA,NA,NA,NA,13.44145987,5.4937817,7.94767817,NA,NA,NA,NA,"UW","0",NA,NA,1,180,"Dem. Rep. of the Congo",2010,2010,2010.10411,2010.315068,"2010 MICS","MICS",0,"cdwm4",0.084732021,0.099310036,0.063080508,0.004320789,0.007190514,0.008924641,0,"0_4996_2010_NA"
"15-49",5612,NA,NA,NA,NA,17.13713861,8.601684889,8.53545372,13.05292657,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2013,2014,2013.580822,2014.158904,"2013-2014 DHS","DHS",0,"cd61",0.078708422,0.089357023,0.059286494,0.003899827,0.004601939,0.003843893,0,"0_5612_2013_NA"
"15-49",7798,NA,NA,NA,NA,22.80590849,14.01127164,8.782162928,14.7089167,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.923288,2018.49589,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7798_2017_NA"
"15-49",1711,NA,NA,NA,NA,9.012562372,8.770592316,0.241970057,NA,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",1986,1986,1986.665753,1986.99726,"1986 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1711_1986_NA"
"15-49",1671,NA,NA,NA,NA,12.16134586,11.410902,0.750443859,1.870386655,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",1991,1991,1991.49589,1991.912329,"1991 DHS","DHS",0,"dr21",0.069475673,0.328180369,0.165805637,0.007049652,0.002462368,0.002998621,0,"0_1671_1991_NA"
"15-49",1685,NA,NA,NA,NA,16.97808883,15.39189681,1.586192012,3.478171367,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",1996,1996,1996.666667,1996.997268,"1996 DHS","DHS",0,"dr32",0.057399267,0.180950625,0.11871589,0.007139306,0.002759559,0.003756635,0,"0_1685_1996_NA"
"15-49",1684,NA,NA,NA,NA,22.00756594,21.42924623,0.578319713,3.432599456,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",1999,1999,1999.580822,1999.99726,"1999 DHS","DHS",0,"dr41",0.123080163,0.616975036,0.275780859,0.020644076,0.00353214,0.008904867,0,"0_1684_1999_NA"
"15-49",1710,NA,NA,NA,NA,23.5647522,22.03399023,1.530761971,4.192841289,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",2002,2002,2002.49589,2002.99726,"2002 DHS","DHS",0,"dr4b",0.040137932,0.148155009,0.080473053,0.006922091,0.002239644,0.003122843,0,"0_1710_2002_NA"
"15-49",49,NA,NA,NA,NA,29.26447545,28.21807761,1.046397835,5.389803885,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",2007,2007,2007.161644,2007.660274,"2007 DHS","DHS",0,"dr51",0.03597341,0.147333834,0.069305781,0.007342316,0.001539686,0.003468757,0,"0_49_2007_NA"
"15-49",5710,NA,NA,NA,NA,35.3537345,33.69274092,1.660993584,5.766708581,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",2013,2013,2013.49589,2013.830137,"2013 DHS","DHS",0,"dr61",0.03952616,0.164893973,0.092925931,0.004453168,0.001165009,0.002078131,0,"0_5710_2013_NA"
"15-49",5674,NA,NA,NA,NA,35.00855192,34.16644642,0.842105503,9.080427932,NA,NA,NA,"UW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.413699,2014.663014,"2014 MICS","MICS",0,"drwm5",0.030334991,0.178267091,0.051599237,0.006370027,0.001450736,0.003827435,0,"0_5674_2014_NA"
"15-49",1683,NA,NA,NA,NA,3.246013667,2.790432802,0.455580866,NA,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",1987,1987,1987,1987.243836,"1987 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1683_1987_NA"
"15-49",676,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,5.658901099,4.506970173,1.151930926,NA,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",1989,1989,1989.547945,1989.747945,"1989 ENDEMAIN-RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_676_1989_NA"
"15-49",143,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,5.697880974,4.716208296,0.981672678,NA,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",1994,1994,1994.49589,1994.619178,"1994 ENDEMAIN-RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_143_1994_NA"
"15-49",7,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,9.146715496,7.473849851,1.672865644,NA,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",1999,1999,1999.246575,1999.745205,"1999 ENDEMAIN-RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7_1999_NA"
"15-49",667,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,14.36936416,12.32232315,2.047041013,NA,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",2004,2004,2004.163934,2004.412568,"2004 ENDEMAIN-RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_667_2004_NA"
"15-49",6000,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,23.2,20.51325843,2.686741573,5.093117487,NA,NA,NA,"UW","0",NA,NA,0,218,"Ecuador",2012,2012,2012.538251,2012.953552,"2012 ENSANUT","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_6000_2012_NA"
"15-49",7718,NA,NA,NA,NA,19.42167532,18.58703337,0.834641943,NA,NA,NA,NA,"UW","0",NA,NA,1,218,"Ecuador",2013,2014,2013.832877,2014.830137,"2013-2014 LCS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7718_2013_NA"
"15-49",9085,NA,NA,NA,NA,30.23970369,28.57986657,1.659837126,9.460568469,NA,NA,NA,"UW","0",NA,NA,1,218,"Ecuador",2018,2019,2018.871233,2019.539726,"2018 ENSANUT","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9085_2018_NA"
"15-44",673,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,4.375186104,NA,NA,NA,NA,NA,NA,"UW","?",NA,NA,0,222,"El Salvador",1978,1978,1978.49589,1978.953425,"1978 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_673_1978_NA"
"15-49",1672,NA,NA,NA,NA,9.081622253,8.936808576,0.144813676,NA,NA,NA,NA,"UW","0",NA,NA,0,222,"El Salvador",1985,1985,1985.328767,1985.578082,"1985 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1672_1985_NA"
"15-44",820,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,12.86116654,12.70130468,0.159861857,NA,NA,NA,NA,"UW","?",NA,NA,0,222,"El Salvador",1988,1988,1988.333333,1988.560109,"1988 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_820_1988_NA"
"15-44",162,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,12.75465839,12.15652174,0.598136646,NA,NA,NA,NA,"UW","?",NA,NA,1,222,"El Salvador",1993,1993,1993.161644,1993.534247,"1993 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_162_1993_NA"
"15-44",746,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,13.83600945,13.30656434,0.5294451,NA,NA,NA,NA,"UW","?",NA,NA,0,222,"El Salvador",1998,1998,1998.246575,1998.912329,"1998 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_746_1998_NA"
"15-44",48,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,19.28565551,17.62216127,1.66349424,NA,NA,NA,NA,"UW","?",NA,NA,0,222,"El Salvador",2002,2003,2002.832877,2003.493151,"2002-2003 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_48_2002_NA"
"15-44",4949,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,22.48919422,21.38919422,1.1,NA,NA,NA,NA,"UW","?",NA,NA,0,222,"El Salvador",2008,2008,2008.265027,2008.721311,"2008 FESAL","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_4949_2008_NA"
"15-49",5561,NA,NA,NA,NA,22.36667235,21.53734293,0.829329421,6.35770043,NA,NA,NA,"UW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.161644,2014.739726,"2014 MICS","MICS",0,"eswm5",0.044291246,0.208066703,0.069903554,0.006314663,0.001430002,0.003388998,0,"0_5561_2014_NA"
"15-49",5052,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,15.14267425,12.90547653,2.237197724,NA,NA,NA,NA,"UW","0",NA,NA,0,226,"Equatorial Guinea",2011,2011,2011.49589,2011.912329,"2011 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5052_2011_NA"
"15-49",1835,NA,NA,NA,NA,1.708666321,1.187691392,0.520974929,0.901805423,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.665753,1996.081967,"1995 DHS","DHS",0,"er31",0.249943682,0.423547252,0.279086509,0.002160615,0.001306116,0.002455392,0,"0_1835_1995_NA"
"15-49",1849,NA,NA,NA,NA,1.425097875,1.354489416,0.070608459,1.779494508,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2002,2002,2002.161644,2002.578082,"2002 DHS","DHS",0,"er42",0.180947002,0.64103234,0.180773437,0.002286059,0.000452061,0.003148294,0,"0_1849_2002_NA"
"15-49",5919,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,1.109467456,1.035502959,0.073964497,0.3,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.035616,2010.512329,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5919_2010_NA"
"16-49",9101,NA,NA,NA,NA,32.40009729,24.86698219,7.5331151,4.2,NA,NA,NA,"UW","0",NA,NA,1,233,"Estonia",2006,2006,2006.243836,2006.408219,"2006 HBEAP","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9101_2006_NA"
"16-49",9102,NA,NA,NA,NA,34.20463473,28.66151697,5.543117756,6,NA,NA,NA,"UW","0",NA,NA,1,233,"Estonia",2010,2010,2010.227397,2010.410959,"2010 HBEAP","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9102_2010_NA"
"16-44",9100,NA,NA,NA,NA,58.09929228,49.24548941,8.853802865,6.844986071,NA,NA,NA,"UW","?",NA,NA,1,233,"Estonia",2014,2014,2014.246575,2014.410959,"2014 WHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9100_2014_NA"
"16-49",9103,NA,NA,NA,NA,32.72804934,31.08799328,1.640056057,5.8,NA,NA,NA,"UW","0",NA,NA,1,233,"Estonia",2014,2014,2014.172603,2014.326027,"2014 HBEAP","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9103_2014_NA"
"15-49",2791,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,6.960128913,4.638858195,2.321270718,NA,NA,NA,NA,"UW","0",NA,NA,0,748,"Eswatini",1988,1989,1988.748634,1989.013699,"1988 FHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_2791_1988_NA"
"15-49",1695,NA,NA,NA,NA,28.87668362,28.28019459,0.59648903,10.76143041,NA,NA,NA,"UW","0",NA,NA,0,748,"Eswatini",2006,2007,2006.49589,2007.158904,"2006-2007 DHS","DHS",0,"sz50",0.054261128,0.261874213,0.07276604,0.010948855,0.001541847,0.006807619,0,"0_1695_2006_NA"
"15-49",5031,NA,NA,NA,NA,38.61277253,37.7889466,0.823825932,NA,NA,NA,NA,"UW","0",NA,NA,1,748,"Eswatini",2010,2010,2010.610959,2010.90411,"2010 MICS","MICS",0,"szwm4",0.04517456,0.259236368,0.090143972,0.010236797,0.001629585,0.004998212,0,"0_5031_2010_NA"
"15-49",5584,NA,NA,NA,NA,41.31630175,41.22433522,0.09196653,6.868252409,NA,NA,NA,"UW","0",NA,NA,1,748,"Eswatini",2014,2014,2014.49589,2014.830137,"2014 MICS","MICS",0,"szwm5",0.058804551,0.586017432,0.081572145,0.014231874,0.000537896,0.005425277,0,"0_5584_2014_NA"
"15-49",1694,NA,NA,NA,NA,2.13038909,1.801052922,0.329336168,3.811989425,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.084699,2000.412568,"2000 DHS","DHS",0,"et41",0.156252862,0.193435758,0.107574723,0.002763003,0.000634594,0.003935773,0,"0_1694_2000_NA"
"15-49",1858,NA,NA,NA,NA,2.385381023,2.014078719,0.371302304,2.152266607,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2005,2005,2005.246575,2005.663014,"2005 DHS","DHS",0,"et51",0.141651964,0.281733108,0.143977697,0.001986142,0.000548078,0.001452896,0,"0_1858_2005_NA"
"15-49",5053,NA,NA,NA,NA,4.655957838,4.424620961,0.231336877,2.279626601,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2010,2011,2010.915068,2011.410959,"2011 DHS","DHS",0,"et61",0.113549623,0.357236764,0.118679278,0.002097646,0.000311931,0.001184825,0,"0_5053_2010_NA"
"15-49",5503,NA,NA,NA,NA,6.541259454,6.344356904,0.12283427,3.892198743,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2014,2014,2014,2014.243836,"2014 PMA-R1","PMA",0,"PMA2014_ETR1_HHQFQ_v2_6Jul2017",0.116871412,0.457010855,0.34331316,0.006003404,0.000323697,0.00777861,0,"0_5503_2014_NA"
"15-49",5765,NA,NA,NA,NA,4.578054189,4.22908459,0.101465313,2.376696099,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2014,2014,2014.747945,2014.99726,"2014 PMA-R2","PMA",0,"PMA2014_ETR2_HHQFQ_v1_15Dec2016",0.128753932,0.623330733,0.243909027,0.005201212,0.000631643,0.003263312,0,"0_5765_2014_NA"
